,station,date,tobs
1067,USC00517948,2016-07-13,78.0
1068,USC00517948,2016-07-14,78.0
1069,USC00517948,2016-07-15,76.0
1070,USC00517948,2016-07-18,78.0
1071,USC00517948,2016-07-19,79.0
1072,USC00517948,2016-07-20,78.0
1073,USC00517948,2016-07-21,78.0
1074,USC00517948,2016-07-25,81.0
1075,USC00517948,2016-07-26,82.0
1076,USC00517948,2016-07-27,77.0
1077,USC00517948,2016-08-02,77.0
1078,USC00517948,2016-08-03,79.0
1079,USC00517948,2016-08-04,81.0
1080,USC00517948,2016-08-05,77.0
1081,USC00517948,2016-08-08,77.0
1082,USC00517948,2016-08-09,79.0
1083,USC00517948,2016-08-10,82.0
1084,USC00517948,2016-08-11,80.0
1085,USC00517948,2016-08-12,77.0
1086,USC00517948,2016-08-15,79.0
1087,USC00517948,2016-08-16,81.0
1088,USC00517948,2016-08-17,81.0
1089,USC00517948,2016-08-18,81.0
1090,USC00517948,2016-08-22,79.0
1091,USC00517948,2016-08-23,80.0
1092,USC00517948,2016-08-24,78.0
1093,USC00517948,2016-08-25,81.0
1094,USC00517948,2016-08-26,81.0
1095,USC00517948,2016-08-29,80.0
1096,USC00517948,2016-08-30,79.0
1097,USC00517948,2016-08-31,79.0
1098,USC00517948,2016-09-01,82.0
1099,USC00517948,2016-09-02,81.0
1100,USC00517948,2016-09-08,80.0
1101,USC00517948,2016-09-09,79.0
1102,USC00517948,2016-09-12,79.0
1103,USC00517948,2016-09-13,79.0
1104,USC00517948,2016-09-14,76.0
1105,USC00517948,2016-09-15,76.0
1106,USC00517948,2016-09-16,79.0
1107,USC00517948,2016-09-19,79.0
1108,USC00517948,2016-09-20,73.0
1109,USC00517948,2016-09-22,76.0
1110,USC00517948,2016-09-23,80.0
1111,USC00517948,2016-09-26,78.0
1112,USC00517948,2016-09-28,79.0
1113,USC00517948,2016-09-29,80.0
1114,USC00517948,2016-09-30,80.0
1115,USC00517948,2016-10-03,79.0
1116,USC00517948,2016-10-04,77.0
1117,USC00517948,2016-10-05,80.0
1118,USC00517948,2016-10-06,79.0
1119,USC00517948,2016-10-07,78.0
1120,USC00517948,2016-10-11,79.0
1121,USC00517948,2016-10-13,80.0
1122,USC00517948,2016-10-17,80.0
1123,USC00517948,2016-10-18,80.0
1124,USC00517948,2016-10-19,80.0
1125,USC00517948,2016-10-20,78.0
1126,USC00517948,2016-10-21,76.0
1127,USC00517948,2016-10-24,76.0
1128,USC00517948,2016-10-25,77.0
1129,USC00517948,2016-10-26,73.0
1130,USC00517948,2016-10-27,77.0
1131,USC00517948,2016-10-28,76.0
1132,USC00517948,2016-10-31,75.0
1133,USC00517948,2016-11-04,77.0
1134,USC00517948,2016-11-07,75.0
1135,USC00517948,2016-11-09,76.0
1136,USC00517948,2016-11-14,79.0
1137,USC00517948,2016-11-15,77.0
1138,USC00517948,2016-11-16,77.0
1139,USC00517948,2016-11-17,77.0
1140,USC00517948,2016-11-18,75.0
1141,USC00517948,2016-11-21,73.0
1142,USC00517948,2016-11-22,76.0
1143,USC00517948,2016-11-23,77.0
1144,USC00517948,2016-11-28,76.0
1145,USC00517948,2016-11-29,74.0
1146,USC00517948,2016-11-30,75.0
1147,USC00517948,2016-12-01,72.0
1148,USC00517948,2016-12-02,70.0
1149,USC00517948,2016-12-05,68.0
1150,USC00517948,2016-12-06,74.0
1151,USC00517948,2016-12-07,71.0
1152,USC00517948,2016-12-08,70.0
1153,USC00517948,2016-12-09,70.0
1154,USC00517948,2016-12-12,70.0
1155,USC00517948,2016-12-13,68.0
1156,USC00517948,2016-12-14,68.0
1157,USC00517948,2016-12-15,68.0
1158,USC00517948,2016-12-16,66.0
1159,USC00517948,2016-12-19,71.0
1160,USC00517948,2016-12-20,76.0
1161,USC00517948,2016-12-21,73.0
1162,USC00517948,2016-12-22,70.0
1163,USC00517948,2016-12-23,68.0
1164,USC00517948,2016-12-28,71.0
1165,USC00517948,2016-12-29,71.0
1166,USC00517948,2016-12-30,68.0
1167,USC00517948,2017-01-09,65.0
1168,USC00517948,2017-01-10,65.0
1169,USC00517948,2017-01-11,67.0
1170,USC00517948,2017-01-12,67.0
1171,USC00517948,2017-01-13,68.0
1172,USC00517948,2017-01-17,70.0
1173,USC00517948,2017-01-18,73.0
1174,USC00517948,2017-01-19,66.0
1175,USC00517948,2017-01-20,70.0
1176,USC00517948,2017-01-23,77.0
1177,USC00517948,2017-01-24,69.0
1178,USC00517948,2017-01-25,69.0
1179,USC00517948,2017-01-26,70.0
1180,USC00517948,2017-01-27,65.0
1181,USC00517948,2017-01-30,68.0
1182,USC00517948,2017-01-31,68.0
1183,USC00517948,2017-02-01,62.0
1184,USC00517948,2017-02-02,70.0
1185,USC00517948,2017-02-03,72.0
1186,USC00517948,2017-02-06,76.0
1187,USC00517948,2017-02-07,67.0
1188,USC00517948,2017-02-08,64.0
1189,USC00517948,2017-02-09,64.0
1190,USC00517948,2017-02-10,64.0
1191,USC00517948,2017-02-13,77.0
1192,USC00517948,2017-02-14,76.0
1193,USC00517948,2017-02-15,73.0
1194,USC00517948,2017-02-16,70.0
1195,USC00517948,2017-02-17,69.0
1196,USC00517948,2017-02-21,71.0
1197,USC00517948,2017-02-22,72.0
1198,USC00517948,2017-02-23,72.0
1199,USC00517948,2017-02-24,68.0
1200,USC00517948,2017-02-27,69.0
1201,USC00517948,2017-02-28,72.0
1202,USC00517948,2017-03-01,66.0
1203,USC00517948,2017-03-02,73.0
1204,USC00517948,2017-03-03,70.0
1205,USC00517948,2017-03-06,67.0
1206,USC00517948,2017-03-07,67.0
1207,USC00517948,2017-03-08,67.0
1208,USC00517948,2017-03-09,68.0
1209,USC00517948,2017-03-10,68.0
1210,USC00517948,2017-03-13,69.0
1211,USC00517948,2017-03-14,73.0
1212,USC00517948,2017-03-15,75.0
1213,USC00517948,2017-03-16,71.0
1214,USC00517948,2017-03-17,72.0
1215,USC00517948,2017-03-28,73.0
1216,USC00517948,2017-03-29,74.0
1217,USC00517948,2017-03-30,77.0
1218,USC00517948,2017-03-31,78.0
1219,USC00517948,2017-04-03,75.0
1220,USC00517948,2017-04-04,75.0
1221,USC00517948,2017-04-05,73.0
1222,USC00517948,2017-04-06,73.0
1223,USC00517948,2017-04-07,76.0
1224,USC00517948,2017-04-10,75.0
1225,USC00517948,2017-04-11,76.0
1226,USC00517948,2017-04-12,74.0
1227,USC00517948,2017-04-13,76.0
1228,USC00517948,2017-04-17,72.0
1229,USC00517948,2017-04-18,75.0
1230,USC00517948,2017-04-19,76.0
1231,USC00517948,2017-04-20,75.0
1232,USC00517948,2017-04-21,74.0
1233,USC00517948,2017-04-24,78.0
1234,USC00517948,2017-04-25,78.0
1235,USC00517948,2017-04-27,78.0
1236,USC00517948,2017-04-28,76.0
1237,USC00519523,2016-05-14,74.0
1238,USC00519523,2016-05-15,79.0
1239,USC00519523,2016-05-16,78.0
1240,USC00519523,2016-05-17,78.0
1241,USC00519523,2016-05-18,77.0
1242,USC00519523,2016-05-19,77.0
1243,USC00519523,2016-05-20,78.0
1244,USC00519523,2016-05-21,78.0
1245,USC00519523,2016-05-22,78.0
1246,USC00519523,2016-05-23,79.0
1247,USC00519523,2016-05-24,77.0
1248,USC00519523,2016-05-25,77.0
1249,USC00519523,2016-05-26,81.0
1250,USC00519523,2016-05-27,80.0
1251,USC00519523,2016-05-28,79.0
1252,USC00519523,2016-05-29,78.0
1253,USC00519523,2016-05-30,78.0
1254,USC00519523,2016-05-31,71.0
1255,USC00519523,2016-06-01,75.0
1256,USC00519523,2016-06-02,75.0
1257,USC00519523,2016-06-03,75.0
1258,USC00519523,2016-06-04,75.0
1259,USC00519523,2016-06-05,73.0
1260,USC00519523,2016-06-06,78.0
1261,USC00519523,2016-06-07,77.0
1262,USC00519523,2016-06-08,80.0
1263,USC00519523,2016-06-09,72.0
1264,USC00519523,2016-06-10,78.0
1265,USC00519523,2016-06-11,78.0
1266,USC00519523,2016-06-12,77.0
1267,USC00519523,2016-06-13,78.0
1268,USC00519523,2016-06-14,79.0
1269,USC00519523,2016-06-15,80.0
1270,USC00519523,2016-06-17,76.0
1271,USC00519523,2016-06-18,77.0
1272,USC00519523,2016-06-19,79.0
1273,USC00519523,2016-06-20,79.0
1274,USC00519523,2016-06-21,77.0
1275,USC00519523,2016-06-22,79.0
1276,USC00519523,2016-06-23,80.0
1277,USC00519523,2016-06-24,80.0
1278,USC00519523,2016-06-25,77.0
1279,USC00519523,2016-06-26,79.0
1280,USC00519523,2016-06-27,81.0
1281,USC00519523,2016-06-28,78.0
1282,USC00519523,2016-06-29,80.0
1283,USC00519523,2016-06-30,79.0
1284,USC00519523,2016-07-02,82.0
1285,USC00519523,2016-07-03,76.0
1286,USC00519523,2016-07-04,81.0
1287,USC00519523,2016-07-05,76.0
1288,USC00519523,2016-07-06,76.0
1289,USC00519523,2016-07-07,80.0
1290,USC00519523,2016-07-08,80.0
1291,USC00519523,2016-07-09,78.0
1292,USC00519523,2016-07-10,78.0
1293,USC00519523,2016-07-11,78.0
1294,USC00519523,2016-07-12,80.0
1295,USC00519523,2016-07-14,82.0
1296,USC00519523,2016-07-15,80.0
1297,USC00519523,2016-07-16,79.0
1298,USC00519523,2016-07-17,82.0
1299,USC00519523,2016-07-18,76.0
1300,USC00519523,2016-07-19,80.0
1301,USC00519523,2016-07-20,82.0
1302,USC00519523,2016-07-21,80.0
1303,USC00519523,2016-07-23,79.0
1304,USC00519523,2016-07-24,78.0
1305,USC00519523,2016-07-25,80.0
1306,USC00519523,2016-07-26,80.0
1307,USC00519523,2016-07-27,83.0
1308,USC00519523,2016-07-28,82.0
1309,USC00519523,2016-07-29,82.0
1310,USC00519523,2016-07-30,77.0
1311,USC00519523,2016-07-31,80.0
1312,USC00519523,2016-08-01,77.0
1313,USC00519523,2016-08-02,78.0
1314,USC00519523,2016-08-03,81.0
1315,USC00519523,2016-08-04,80.0
1316,USC00519523,2016-08-05,80.0
1317,USC00519523,2016-08-06,79.0
1318,USC00519523,2016-08-07,79.0
1319,USC00519523,2016-08-08,83.0
1320,USC00519523,2016-08-09,80.0
1321,USC00519523,2016-08-10,82.0
1322,USC00519523,2016-08-11,80.0
1323,USC00519523,2016-08-12,77.0
1324,USC00519523,2016-08-13,81.0
1325,USC00519523,2016-08-14,82.0
1326,USC00519523,2016-08-15,81.0
1327,USC00519523,2016-08-16,80.0
1328,USC00519523,2016-08-17,78.0
1329,USC00519523,2016-08-18,81.0
1330,USC00519523,2016-08-19,79.0
1331,USC00519523,2016-08-20,81.0
1332,USC00519523,2016-08-21,80.0
1333,USC00519523,2016-08-22,80.0
1334,USC00519523,2016-08-23,80.0
1335,USC00519523,2016-08-24,79.0
1336,USC00519523,2016-08-25,80.0
1337,USC00519523,2016-08-26,84.0
1338,USC00519523,2016-08-27,81.0
1339,USC00519523,2016-08-28,80.0
1340,USC00519523,2016-08-29,79.0
1341,USC00519523,2016-08-30,78.0
1342,USC00519523,2016-08-31,78.0
1343,USC00519523,2016-09-02,81.0
1344,USC00519523,2016-09-03,78.0
1345,USC00519523,2016-09-04,84.0
1346,USC00519523,2016-09-05,84.0
1347,USC00519523,2016-09-06,78.0
1348,USC00519523,2016-09-07,76.0
1349,USC00519523,2016-09-08,79.0
1350,USC00519523,2016-09-09,77.0
1351,USC00519523,2016-09-10,78.0
1352,USC00519523,2016-09-11,83.0
1353,USC00519523,2016-09-12,78.0
1354,USC00519523,2016-09-13,77.0
1355,USC00519523,2016-09-14,77.0
1356,USC00519523,2016-09-15,79.0
1357,USC00519523,2016-09-16,78.0
1358,USC00519523,2016-09-17,81.0
1359,USC00519523,2016-09-18,81.0
1360,USC00519523,2016-09-19,78.0
1361,USC00519523,2016-09-20,77.0
1362,USC00519523,2016-09-21,79.0
1363,USC00519523,2016-09-22,79.0
1364,USC00519523,2016-09-23,80.0
1365,USC00519523,2016-09-24,83.0
1366,USC00519523,2016-09-25,82.0
1367,USC00519523,2016-09-26,78.0
1368,USC00519523,2016-09-27,78.0
1369,USC00519523,2016-09-28,78.0
1370,USC00519523,2016-09-29,82.0
1371,USC00519523,2016-09-30,78.0
1372,USC00519523,2016-10-01,79.0
1373,USC00519523,2016-10-02,81.0
1374,USC00519523,2016-10-03,79.0
1375,USC00519523,2016-10-04,80.0
1376,USC00519523,2016-10-05,80.0
1377,USC00519523,2016-10-06,80.0
1378,USC00519523,2016-10-07,79.0
1379,USC00519523,2016-10-08,82.0
1380,USC00519523,2016-10-09,80.0
1381,USC00519523,2016-10-10,78.0
1382,USC00519523,2016-10-11,81.0
1383,USC00519523,2016-10-12,81.0
1384,USC00519523,2016-10-13,79.0
1385,USC00519523,2016-10-14,80.0
1386,USC00519523,2016-10-15,79.0
1387,USC00519523,2016-10-16,81.0
1388,USC00519523,2016-10-17,80.0
1389,USC00519523,2016-10-18,80.0
1390,USC00519523,2016-10-19,78.0
1391,USC00519523,2016-10-21,79.0
1392,USC00519523,2016-10-22,80.0
1393,USC00519523,2016-10-23,81.0
1394,USC00519523,2016-10-24,75.0
1395,USC00519523,2016-10-25,77.0
1396,USC00519523,2016-10-26,78.0
1397,USC00519523,2016-10-27,78.0
1398,USC00519523,2016-10-28,78.0
1399,USC00519523,2016-10-29,78.0
1400,USC00519523,2016-10-30,79.0
1401,USC00519523,2016-10-31,78.0
1402,USC00519523,2016-11-01,79.0
1403,USC00519523,2016-11-02,76.0
1404,USC00519523,2016-11-03,77.0
1405,USC00519523,2016-11-04,76.0
1406,USC00519523,2016-11-05,78.0
1407,USC00519523,2016-11-06,78.0
1408,USC00519523,2016-11-07,76.0
1409,USC00519523,2016-11-08,77.0
1410,USC00519523,2016-11-09,75.0
1411,USC00519523,2016-11-10,72.0
1412,USC00519523,2016-11-11,73.0
1413,USC00519523,2016-11-12,79.0
1414,USC00519523,2016-11-13,79.0
1415,USC00519523,2016-11-14,78.0
1416,USC00519523,2016-11-15,77.0
1417,USC00519523,2016-11-16,77.0
1418,USC00519523,2016-11-17,77.0
1419,USC00519523,2016-11-18,77.0
1420,USC00519523,2016-11-19,76.0
1421,USC00519523,2016-11-20,80.0
1422,USC00519523,2016-11-21,75.0
1423,USC00519523,2016-11-22,76.0
1424,USC00519523,2016-11-23,75.0
1425,USC00519523,2016-11-24,75.0
1426,USC00519523,2016-11-25,76.0
1427,USC00519523,2016-11-26,78.0
1428,USC00519523,2016-11-27,78.0
1429,USC00519523,2016-11-28,77.0
1430,USC00519523,2016-11-29,76.0
1431,USC00519523,2016-11-30,76.0
1432,USC00519523,2016-12-01,76.0
1433,USC00519523,2016-12-02,75.0
1434,USC00519523,2016-12-03,75.0
1435,USC00519523,2016-12-04,75.0
1436,USC00519523,2016-12-05,70.0
1437,USC00519523,2016-12-06,70.0
1438,USC00519523,2016-12-07,74.0
1439,USC00519523,2016-12-08,73.0
1440,USC00519523,2016-12-10,72.0
1441,USC00519523,2016-12-11,78.0
1442,USC00519523,2016-12-12,67.0
1443,USC00519523,2016-12-13,69.0
1444,USC00519523,2016-12-14,71.0
1445,USC00519523,2016-12-15,74.0
1446,USC00519523,2016-12-16,63.0
1447,USC00519523,2016-12-17,76.0
1448,USC00519523,2016-12-18,76.0
1449,USC00519523,2016-12-19,71.0
1450,USC00519523,2016-12-20,76.0
1451,USC00519523,2016-12-21,77.0
1452,USC00519523,2016-12-22,73.0
1453,USC00519523,2016-12-23,71.0
1454,USC00519523,2016-12-24,78.0
1455,USC00519523,2016-12-25,78.0
1456,USC00519523,2016-12-26,75.0
1457,USC00519523,2016-12-27,75.0
1458,USC00519523,2016-12-28,72.0
1459,USC00519523,2016-12-29,77.0
1460,USC00519523,2016-12-30,72.0
1461,USC00519523,2017-01-01,74.0
1462,USC00519523,2017-01-03,73.0
1463,USC00519523,2017-01-04,73.0
1464,USC00519523,2017-01-05,71.0
1465,USC00519523,2017-01-06,74.0
1466,USC00519523,2017-01-07,72.0
1467,USC00519523,2017-01-08,74.0
1468,USC00519523,2017-01-09,77.0
1469,USC00519523,2017-01-10,75.0
1470,USC00519523,2017-01-12,81.0
1471,USC00519523,2017-01-15,78.0
1472,USC00519523,2017-01-16,80.0
1473,USC00519523,2017-01-18,75.0
1474,USC00519523,2017-01-19,78.0
1475,USC00519523,2017-01-20,73.0
1476,USC00519523,2017-01-21,74.0
1477,USC00519523,2017-01-22,74.0
1478,USC00519523,2017-01-23,74.0
1479,USC00519523,2017-01-24,74.0
1480,USC00519523,2017-01-25,72.0
1481,USC00519523,2017-01-26,74.0
1482,USC00519523,2017-01-27,74.0
1483,USC00519523,2017-01-29,73.0
1484,USC00519523,2017-01-30,70.0
1485,USC00519523,2017-01-31,70.0
1486,USC00519523,2017-02-01,70.0
1487,USC00519523,2017-02-02,64.0
1488,USC00519523,2017-02-03,62.0
1489,USC00519523,2017-02-04,76.0
1490,USC00519523,2017-02-05,77.0
1491,USC00519523,2017-02-06,76.0
1492,USC00519523,2017-02-07,72.0
1493,USC00519523,2017-02-08,74.0
1494,USC00519523,2017-02-09,60.0
1495,USC00519523,2017-02-10,74.0
1496,USC00519523,2017-02-11,70.0
1497,USC00519523,2017-02-12,73.0
1498,USC00519523,2017-02-13,78.0
1499,USC00519523,2017-02-15,76.0
1500,USC00519523,2017-02-16,72.0
1501,USC00519523,2017-02-17,75.0
1502,USC00519523,2017-02-18,67.0
1503,USC00519523,2017-02-20,71.0
1504,USC00519523,2017-02-22,72.0
1505,USC00519523,2017-02-23,73.0
1506,USC00519523,2017-02-24,70.0
1507,USC00519523,2017-02-26,67.0
1508,USC00519523,2017-02-27,77.0
1509,USC00519523,2017-02-28,73.0
1510,USC00519523,2017-03-01,73.0
1511,USC00519523,2017-03-02,75.0
1512,USC00519523,2017-03-03,74.0
1513,USC00519523,2017-03-04,77.0
1514,USC00519523,2017-03-06,69.0
1515,USC00519523,2017-03-09,70.0
1516,USC00519523,2017-03-10,69.0
1517,USC00519523,2017-03-11,81.0
1518,USC00519523,2017-03-12,74.0
1519,USC00519523,2017-03-13,69.0
1520,USC00519523,2017-03-14,74.0
1521,USC00519523,2017-03-15,71.0
1522,USC00519523,2017-03-16,69.0
1523,USC00519523,2017-03-17,70.0
1524,USC00519523,2017-03-18,74.0
1525,USC00519523,2017-03-19,74.0
1526,USC00519523,2017-03-20,75.0
1527,USC00519523,2017-03-21,75.0
1528,USC00519523,2017-03-22,75.0
1529,USC00519523,2017-03-23,75.0
1530,USC00519523,2017-03-24,76.0
1531,USC00519523,2017-03-25,75.0
1532,USC00519523,2017-03-26,80.0
1533,USC00519523,2017-03-27,76.0
1534,USC00519523,2017-03-28,76.0
1535,USC00519523,2017-03-29,74.0
1536,USC00519523,2017-03-30,78.0
1537,USC00519523,2017-03-31,75.0
1538,USC00519523,2017-04-01,80.0
1539,USC00519523,2017-04-02,79.0
1540,USC00519523,2017-04-03,76.0
1541,USC00519523,2017-04-04,78.0
1542,USC00519523,2017-04-05,77.0
1543,USC00519523,2017-04-06,76.0
1544,USC00519523,2017-04-07,78.0
1545,USC00519523,2017-04-09,74.0
1546,USC00519523,2017-04-10,75.0
1547,USC00519523,2017-04-11,82.0
1548,USC00519523,2017-04-12,80.0
1549,USC00519523,2017-04-13,79.0
1550,USC00519523,2017-04-14,75.0
1551,USC00519523,2017-04-15,79.0
1552,USC00519523,2017-04-16,74.0
1553,USC00519523,2017-04-17,71.0
1554,USC00519523,2017-04-18,76.0
1555,USC00519523,2017-04-19,74.0
1556,USC00519523,2017-04-20,76.0
1557,USC00519523,2017-04-21,70.0
1558,USC00519523,2017-04-24,80.0
1559,USC00519523,2017-04-25,76.0
1560,USC00519523,2017-04-26,81.0
1561,USC00519523,2017-04-27,76.0
1562,USC00519523,2017-04-28,76.0
1563,USC00519523,2017-04-29,70.0
1564,USC00519523,2017-04-30,64.0
1565,USC00519523,2017-05-01,73.0
1566,USC00519523,2017-05-02,78.0
1567,USC00519523,2017-05-03,78.0
1568,USC00519523,2017-05-04,77.0
1569,USC00519523,2017-05-05,79.0
1570,USC00519523,2017-05-06,80.0
1571,USC00519523,2017-05-07,78.0
1572,USC00519523,2017-05-08,80.0
1573,USC00519523,2017-05-09,75.0
1574,USC00519523,2017-05-10,76.0
1575,USC00519523,2017-05-11,78.0
1576,USC00519523,2017-05-12,77.0
1577,USC00519281,2016-05-14,70.0
1578,USC00519281,2016-05-15,76.0
1579,USC00519281,2016-05-16,75.0
1580,USC00519281,2016-05-17,75.0
1581,USC00519281,2016-05-18,72.0
1582,USC00519281,2016-05-19,75.0
1583,USC00519281,2016-05-20,72.0
1584,USC00519281,2016-05-21,76.0
1585,USC00519281,2016-05-22,76.0
1586,USC00519281,2016-05-23,74.0
1587,USC00519281,2016-05-24,69.0
1588,USC00519281,2016-05-25,71.0
1589,USC00519281,2016-05-26,74.0
1590,USC00519281,2016-05-27,75.0
1591,USC00519281,2016-05-28,72.0
1592,USC00519281,2016-05-29,74.0
1593,USC00519281,2016-05-30,70.0
1594,USC00519281,2016-05-31,70.0
1595,USC00519281,2016-06-01,69.0
1596,USC00519281,2016-06-02,67.0
1597,USC00519281,2016-06-03,68.0
1598,USC00519281,2016-06-04,65.0
1599,USC00519281,2016-06-05,70.0
1600,USC00519281,2016-06-06,72.0
1601,USC00519281,2016-06-07,74.0
1602,USC00519281,2016-06-08,73.0
1603,USC00519281,2016-06-09,71.0
1604,USC00519281,2016-06-10,75.0
1605,USC00519281,2016-06-11,72.0
1606,USC00519281,2016-06-12,75.0
1607,USC00519281,2016-06-13,76.0
1608,USC00519281,2016-06-14,75.0
1609,USC00519281,2016-06-15,76.0
1610,USC00519281,2016-06-16,75.0
1611,USC00519281,2016-06-17,71.0
1612,USC00519281,2016-06-18,75.0
1613,USC00519281,2016-06-19,75.0
1614,USC00519281,2016-06-20,72.0
1615,USC00519281,2016-06-21,72.0
1616,USC00519281,2016-06-22,75.0
1617,USC00519281,2016-06-23,73.0
1618,USC00519281,2016-06-24,76.0
1619,USC00519281,2016-06-25,74.0
1620,USC00519281,2016-06-26,77.0
1621,USC00519281,2016-06-27,72.0
1622,USC00519281,2016-06-28,71.0
1623,USC00519281,2016-06-29,76.0
1624,USC00519281,2016-06-30,77.0
1625,USC00519281,2016-07-01,76.0
1626,USC00519281,2016-07-02,79.0
1627,USC00519281,2016-07-03,76.0
1628,USC00519281,2016-07-04,79.0
1629,USC00519281,2016-07-05,75.0
1630,USC00519281,2016-07-06,74.0
1631,USC00519281,2016-07-07,73.0
1632,USC00519281,2016-07-08,78.0
1633,USC00519281,2016-07-09,80.0
1634,USC00519281,2016-07-10,72.0
1635,USC00519281,2016-07-11,79.0
1636,USC00519281,2016-07-12,80.0
1637,USC00519281,2016-07-13,76.0
1638,USC00519281,2016-07-14,80.0
1639,USC00519281,2016-07-15,80.0
1640,USC00519281,2016-07-16,73.0
1641,USC00519281,2016-07-17,77.0
1642,USC00519281,2016-07-18,78.0
1643,USC00519281,2016-07-19,79.0
1644,USC00519281,2016-07-20,80.0
1645,USC00519281,2016-07-21,79.0
1646,USC00519281,2016-07-22,78.0
1647,USC00519281,2016-07-23,75.0
1648,USC00519281,2016-07-24,76.0
1649,USC00519281,2016-07-25,78.0
1650,USC00519281,2016-07-26,78.0
1651,USC00519281,2016-07-27,80.0
1652,USC00519281,2016-07-28,81.0
1653,USC00519281,2016-07-29,80.0
1654,USC00519281,2016-07-30,77.0
1655,USC00519281,2016-07-31,75.0
1656,USC00519281,2016-08-01,76.0
1657,USC00519281,2016-08-02,76.0
1658,USC00519281,2016-08-03,77.0
1659,USC00519281,2016-08-04,77.0
1660,USC00519281,2016-08-05,81.0
1661,USC00519281,2016-08-06,78.0
1662,USC00519281,2016-08-07,78.0
1663,USC00519281,2016-08-08,81.0
1664,USC00519281,2016-08-09,81.0
1665,USC00519281,2016-08-10,82.0
1666,USC00519281,2016-08-11,80.0
1667,USC00519281,2016-08-12,76.0
1668,USC00519281,2016-08-13,80.0
1669,USC00519281,2016-08-14,76.0
1670,USC00519281,2016-08-15,75.0
1671,USC00519281,2016-08-16,74.0
1672,USC00519281,2016-08-17,82.0
1673,USC00519281,2016-08-18,80.0
1674,USC00519281,2016-08-19,79.0
1675,USC00519281,2016-08-20,81.0
1676,USC00519281,2016-08-21,79.0
1677,USC00519281,2016-08-22,78.0
1678,USC00519281,2016-08-23,77.0
1679,USC00519281,2016-08-24,77.0
1680,USC00519281,2016-08-25,80.0
1681,USC00519281,2016-08-26,80.0
1682,USC00519281,2016-08-27,75.0
1683,USC00519281,2016-08-28,73.0
1684,USC00519281,2016-08-29,78.0
1685,USC00519281,2016-08-30,77.0
1686,USC00519281,2016-08-31,78.0
1687,USC00519281,2016-09-01,80.0
1688,USC00519281,2016-09-02,80.0
1689,USC00519281,2016-09-03,78.0
1690,USC00519281,2016-09-04,78.0
1691,USC00519281,2016-09-05,78.0
1692,USC00519281,2016-09-06,73.0
1693,USC00519281,2016-09-07,74.0
1694,USC00519281,2016-09-08,80.0
1695,USC00519281,2016-09-09,79.0
1696,USC00519281,2016-09-10,77.0
1697,USC00519281,2016-09-11,80.0
1698,USC00519281,2016-09-12,76.0
1699,USC00519281,2016-09-13,79.0
1700,USC00519281,2016-09-14,75.0
1701,USC00519281,2016-09-15,79.0
1702,USC00519281,2016-09-16,78.0
1703,USC00519281,2016-09-17,79.0
1704,USC00519281,2016-09-18,78.0
1705,USC00519281,2016-09-19,78.0
1706,USC00519281,2016-09-20,76.0
1707,USC00519281,2016-09-21,74.0
1708,USC00519281,2016-09-22,77.0
1709,USC00519281,2016-09-23,78.0
1710,USC00519281,2016-09-24,79.0
1711,USC00519281,2016-09-25,79.0
1712,USC00519281,2016-09-26,77.0
1713,USC00519281,2016-09-27,80.0
1714,USC00519281,2016-09-28,78.0
1715,USC00519281,2016-09-29,78.0
1716,USC00519281,2016-09-30,78.0
1717,USC00519281,2016-10-01,77.0
1718,USC00519281,2016-10-02,79.0
1719,USC00519281,2016-10-03,79.0
1720,USC00519281,2016-10-04,79.0
1721,USC00519281,2016-10-05,79.0
1722,USC00519281,2016-10-06,75.0
1723,USC00519281,2016-10-07,76.0
1724,USC00519281,2016-10-08,73.0
1725,USC00519281,2016-10-09,72.0
1726,USC00519281,2016-10-10,71.0
1727,USC00519281,2016-10-11,77.0
1728,USC00519281,2016-10-12,79.0
1729,USC00519281,2016-10-13,78.0
1730,USC00519281,2016-10-14,79.0
1731,USC00519281,2016-10-15,77.0
1732,USC00519281,2016-10-16,79.0
1733,USC00519281,2016-10-17,77.0
1734,USC00519281,2016-10-18,78.0
1735,USC00519281,2016-10-19,78.0
1736,USC00519281,2016-10-20,78.0
1737,USC00519281,2016-10-21,78.0
1738,USC00519281,2016-10-22,77.0
1739,USC00519281,2016-10-23,74.0
1740,USC00519281,2016-10-24,75.0
1741,USC00519281,2016-10-25,76.0
1742,USC00519281,2016-10-26,73.0
1743,USC00519281,2016-10-27,76.0
1744,USC00519281,2016-10-28,74.0
1745,USC00519281,2016-10-29,77.0
1746,USC00519281,2016-10-30,76.0
1747,USC00519281,2016-10-31,76.0
1748,USC00519281,2016-11-01,74.0
1749,USC00519281,2016-11-02,75.0
1750,USC00519281,2016-11-03,75.0
1751,USC00519281,2016-11-04,75.0
1752,USC00519281,2016-11-05,75.0
1753,USC00519281,2016-11-06,71.0
1754,USC00519281,2016-11-07,63.0
1755,USC00519281,2016-11-08,70.0
1756,USC00519281,2016-11-09,68.0
1757,USC00519281,2016-11-10,67.0
1758,USC00519281,2016-11-11,77.0
1759,USC00519281,2016-11-12,74.0
1760,USC00519281,2016-11-13,77.0
1761,USC00519281,2016-11-14,76.0
1762,USC00519281,2016-11-15,76.0
1763,USC00519281,2016-11-16,75.0
1764,USC00519281,2016-11-17,76.0
1765,USC00519281,2016-11-18,75.0
